Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
97	:	1687983327.533	     1.242	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_97 magma -b label:=2.2.5.1-225.1-1.1-gl-0 scripts/generate_kposs.m
98	:	1687983327.546	     1.259	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_98 magma -b label:=2.2.5.1-229.1-1.1-gl-0 scripts/generate_kposs.m
99	:	1687983327.548	     1.210	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_99 magma -b label:=2.2.5.1-229.2-1.1-gl-0 scripts/generate_kposs.m
100	:	1687983327.552	     1.365	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_100 magma -b label:=2.2.5.1-236.1-1.1-gl-0 scripts/generate_kposs.m
101	:	1687983327.555	     1.207	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_101 magma -b label:=2.2.5.1-236.2-1.1-gl-0 scripts/generate_kposs.m
102	:	1687983327.557	     1.199	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_102 magma -b label:=2.2.5.1-239.1-1.1-gl-0 scripts/generate_kposs.m
103	:	1687983327.559	     1.085	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_103 magma -b label:=2.2.5.1-239.2-1.1-gl-0 scripts/generate_kposs.m
104	:	1687983327.561	     1.219	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_104 magma -b label:=2.2.5.1-241.1-1.1-gl-0 scripts/generate_kposs.m
105	:	1687983327.564	     1.098	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_105 magma -b label:=2.2.5.1-241.2-1.1-gl-0 scripts/generate_kposs.m
106	:	1687983327.567	     1.015	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_106 magma -b label:=2.2.5.1-244.1-1.1-gl-0 scripts/generate_kposs.m
107	:	1687983327.569	     1.234	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_107 magma -b label:=2.2.5.1-244.2-1.1-gl-0 scripts/generate_kposs.m
