Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
192	:	1674273601.423	     0.111	0	0	0	0	magma -b cut:=5000 D:=192 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
194	:	1674273601.427	     0.111	0	0	0	0	magma -b cut:=5000 D:=194 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
195	:	1674273601.429	     0.116	0	0	0	0	magma -b cut:=5000 D:=195 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
196	:	1674273601.431	     0.117	0	0	0	0	magma -b cut:=5000 D:=196 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
198	:	1674273601.435	     0.126	0	0	0	0	magma -b cut:=5000 D:=198 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
199	:	1674273601.437	     0.126	0	0	0	0	magma -b cut:=5000 D:=199 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
200	:	1674273601.439	     0.127	0	0	0	0	magma -b cut:=5000 D:=200 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
202	:	1674273601.445	     0.124	0	0	0	0	magma -b cut:=5000 D:=202 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
203	:	1674273601.447	     0.124	0	0	0	0	magma -b cut:=5000 D:=203 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
206	:	1674273601.457	     0.115	0	0	0	0	magma -b cut:=5000 D:=206 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
207	:	1674273601.460	     0.115	0	0	0	0	magma -b cut:=5000 D:=207 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
208	:	1674273601.464	     0.112	0	0	0	0	magma -b cut:=5000 D:=208 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
210	:	1674273601.480	     0.098	0	0	0	0	magma -b cut:=5000 D:=210 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
211	:	1674273601.483	     0.098	0	0	0	0	magma -b cut:=5000 D:=211 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
212	:	1674273601.486	     0.096	0	0	0	0	magma -b cut:=5000 D:=212 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
215	:	1674273601.492	     0.093	0	0	0	0	magma -b cut:=5000 D:=215 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
216	:	1674273601.495	     0.093	0	0	0	0	magma -b cut:=5000 D:=216 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
214	:	1674273601.490	     0.101	0	0	0	0	magma -b cut:=5000 D:=214 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
218	:	1674273601.500	     0.092	0	0	0	0	magma -b cut:=5000 D:=218 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
219	:	1674273601.502	     0.093	0	0	0	0	magma -b cut:=5000 D:=219 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
222	:	1674273601.510	     0.088	0	0	0	0	magma -b cut:=5000 D:=222 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
223	:	1674273601.512	     0.087	0	0	0	0	magma -b cut:=5000 D:=223 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
224	:	1674273601.514	     0.090	0	0	0	0	magma -b cut:=5000 D:=224 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
225	:	1674273601.516	     0.091	0	0	0	0	magma -b cut:=5000 D:=225 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
226	:	1674273601.519	     0.089	0	0	0	0	magma -b cut:=5000 D:=226 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
228	:	1674273601.523	     0.088	0	0	0	0	magma -b cut:=5000 D:=228 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
230	:	1674273601.528	     0.085	0	0	0	0	magma -b cut:=5000 D:=230 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
231	:	1674273601.530	     0.085	0	0	0	0	magma -b cut:=5000 D:=231 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
234	:	1674273601.538	     0.080	0	0	0	0	magma -b cut:=5000 D:=234 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
235	:	1674273601.544	     0.081	0	0	0	0	magma -b cut:=5000 D:=235 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
227	:	1674273601.521	     0.106	0	0	0	0	magma -b cut:=5000 D:=227 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
244	:	1674273601.576	     0.055	0	0	0	0	magma -b cut:=5000 D:=244 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
242	:	1674273601.572	     0.065	0	0	0	0	magma -b cut:=5000 D:=242 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
238	:	1674273601.563	     0.081	0	0	0	0	magma -b cut:=5000 D:=238 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
239	:	1674273601.566	     0.079	0	0	0	0	magma -b cut:=5000 D:=239 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
101	:	1674273601.145	     0.503	0	581	0	0	magma -b cut:=5000 D:=101 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
240	:	1674273601.568	     0.082	0	0	0	0	magma -b cut:=5000 D:=240 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
243	:	1674273601.574	     0.078	0	0	0	0	magma -b cut:=5000 D:=243 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
245	:	1674273601.578	     0.075	0	0	0	0	magma -b cut:=5000 D:=245 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
246	:	1674273601.580	     0.075	0	0	0	0	magma -b cut:=5000 D:=246 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
247	:	1674273601.583	     0.078	0	0	0	0	magma -b cut:=5000 D:=247 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
250	:	1674273601.590	     0.074	0	0	0	0	magma -b cut:=5000 D:=250 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
251	:	1674273601.593	     0.072	0	0	0	0	magma -b cut:=5000 D:=251 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
252	:	1674273601.595	     0.078	0	0	0	0	magma -b cut:=5000 D:=252 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
254	:	1674273601.599	     0.077	0	0	0	0	magma -b cut:=5000 D:=254 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
260	:	1674273601.616	     0.062	0	0	0	0	magma -b cut:=5000 D:=260 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
77	:	1674273601.063	     0.618	0	615	0	0	magma -b cut:=5000 D:=77 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
255	:	1674273601.604	     0.083	0	0	0	0	magma -b cut:=5000 D:=255 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
256	:	1674273601.606	     0.085	0	0	0	0	magma -b cut:=5000 D:=256 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
258	:	1674273601.611	     0.082	0	0	0	0	magma -b cut:=5000 D:=258 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
262	:	1674273601.624	     0.072	0	0	0	0	magma -b cut:=5000 D:=262 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
261	:	1674273601.619	     0.081	0	0	0	0	magma -b cut:=5000 D:=261 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
93	:	1674273601.089	     0.614	0	686	0	0	magma -b cut:=5000 D:=93 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
263	:	1674273601.627	     0.077	0	0	0	0	magma -b cut:=5000 D:=263 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
259	:	1674273601.614	     0.099	0	0	0	0	magma -b cut:=5000 D:=259 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
267	:	1674273601.646	     0.071	0	0	0	0	magma -b cut:=5000 D:=267 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
266	:	1674273601.643	     0.080	0	0	0	0	magma -b cut:=5000 D:=266 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
272	:	1674273601.656	     0.069	0	0	0	0	magma -b cut:=5000 D:=272 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
271	:	1674273601.654	     0.073	0	0	0	0	magma -b cut:=5000 D:=271 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
274	:	1674273601.664	     0.066	0	0	0	0	magma -b cut:=5000 D:=274 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
270	:	1674273601.652	     0.082	0	0	0	0	magma -b cut:=5000 D:=270 ambient:=GL gamma:=Gamma0 scripts/generate_cusps.m
