Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
143	:	1674359483.338	     0.723	0	27	0	0	magma -b label:=2.2.5.1-331.1-1.1-sl-0 scripts/generate_kposs.m
135	:	1674359483.265	     0.838	0	27	0	0	magma -b label:=2.2.5.1-316.1-1.1-sl-0 scripts/generate_kposs.m
133	:	1674359483.246	     0.872	0	27	0	0	magma -b label:=2.2.5.1-311.1-1.1-sl-0 scripts/generate_kposs.m
130	:	1674359483.237	     0.884	0	27	0	0	magma -b label:=2.2.5.1-304.2-1.1-sl-0 scripts/generate_kposs.m
156	:	1674359483.389	     0.733	0	27	0	0	magma -b label:=2.2.5.1-359.2-1.1-sl-0 scripts/generate_kposs.m
159	:	1674359483.396	     0.729	0	27	0	0	magma -b label:=2.2.5.1-361.3-1.1-sl-0 scripts/generate_kposs.m
131	:	1674359483.239	     0.888	0	27	0	0	magma -b label:=2.2.5.1-305.1-1.1-sl-0 scripts/generate_kposs.m
145	:	1674359483.351	     0.782	0	27	0	0	magma -b label:=2.2.5.1-341.1-1.1-sl-0 scripts/generate_kposs.m
151	:	1674359483.371	     0.766	0	27	0	0	magma -b label:=2.2.5.1-355.1-1.1-sl-0 scripts/generate_kposs.m
160	:	1674359483.399	     0.741	0	27	0	0	magma -b label:=2.2.5.1-369.1-1.1-sl-0 scripts/generate_kposs.m
169	:	1674359483.453	     0.688	0	27	0	0	magma -b label:=2.2.5.1-395.2-1.1-sl-0 scripts/generate_kposs.m
147	:	1674359483.360	     0.785	0	27	0	0	magma -b label:=2.2.5.1-341.3-1.1-sl-0 scripts/generate_kposs.m
142	:	1674359483.328	     0.822	0	27	0	0	magma -b label:=2.2.5.1-324.1-1.1-sl-0 scripts/generate_kposs.m
162	:	1674359483.411	     0.743	0	27	0	0	magma -b label:=2.2.5.1-379.1-1.1-sl-0 scripts/generate_kposs.m
173	:	1674359483.469	     0.689	0	27	0	0	magma -b label:=2.2.5.1-401.1-1.1-sl-0 scripts/generate_kposs.m
167	:	1674359483.449	     0.713	0	27	0	0	magma -b label:=2.2.5.1-389.2-1.1-sl-0 scripts/generate_kposs.m
158	:	1674359483.394	     0.770	0	27	0	0	magma -b label:=2.2.5.1-361.2-1.1-sl-0 scripts/generate_kposs.m
161	:	1674359483.409	     0.759	0	27	0	0	magma -b label:=2.2.5.1-369.2-1.1-sl-0 scripts/generate_kposs.m
171	:	1674359483.462	     0.709	0	27	0	0	magma -b label:=2.2.5.1-396.2-1.1-sl-0 scripts/generate_kposs.m
148	:	1674359483.364	     0.810	0	27	0	0	magma -b label:=2.2.5.1-341.4-1.1-sl-0 scripts/generate_kposs.m
153	:	1674359483.375	     0.802	0	27	0	0	magma -b label:=2.2.5.1-356.1-1.1-sl-0 scripts/generate_kposs.m
129	:	1674359483.212	     0.969	0	27	0	0	magma -b label:=2.2.5.1-304.1-1.1-sl-0 scripts/generate_kposs.m
182	:	1674359483.539	     0.674	0	27	0	0	magma -b label:=2.2.5.1-421.1-1.1-sl-0 scripts/generate_kposs.m
136	:	1674359483.291	     0.925	0	27	0	0	magma -b label:=2.2.5.1-316.2-1.1-sl-0 scripts/generate_kposs.m
